PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Organisms	[1] Ctrl_1.raw.PG.Log2Quantity	[2] Ctrl_2.raw.PG.Log2Quantity	[3] Ctrl_3.raw.PG.Log2Quantity	[4] Ctrl_4.raw.PG.Log2Quantity	[5] Ctrl_5.raw.PG.Log2Quantity	[6] TreatA_1.raw.PG.Log2Quantity	[7] TreatA_2.raw.PG.Log2Quantity	[8] TreatA_3.raw.PG.Log2Quantity	[9] TreatA_4.raw.PG.Log2Quantity	[10] TreatA_5.raw.PG.Log2Quantity	[11] TreatB_1.raw.PG.Log2Quantity	[12] TreatB_2.raw.PG.Log2Quantity	[13] TreatB_3.raw.PG.Log2Quantity	[14] TreatB_4.raw.PG.Log2Quantity	[15] TreatB_5.raw.PG.Log2Quantity
B2RCV7	AP1AR	adaptor related protein complex 1 associated regulatory protein	Homo sapiens	17.454	16.505	16.709	17.327	17.096	17.348	16.846	16.799	17.126	16.424	17.038	17.047	16.603	NA	17.158
K4DI89	AAMDC	adipogenesis associated Mth938 domain containing	Homo sapiens	14.06	14.342	14.443	NA	NA	NA	14.005	14.999	14.269	13.919	14.151	NA	14.278	NA	NA
B1APV6	LMOD1	leiomodin 1	Homo sapiens	17.262	16.592	17.267	16.933	17.423	17.813	17.041	18.135	17.537	16.993	17.208	17.415	17.449	17.151	17.11
A8KAD0	BCL2L14	BCL2 like 14	Homo sapiens	14.607	NA	NA	14.178	14.842	14.718	NA	14.693	14.402	13.802	NA	NA	NA	14.182	14.442
B4DXD0	TSNAXIP1	translin associated factor X interacting protein 1	Homo sapiens	16.321	16.378	16.249	NA	16.021	16.39	15.782	16.842	16.022	NA	16.025	16.236	15.645	16.268	16.132
Q6AZ91	RAB6B	RAB6B, member RAS oncogene family	Homo sapiens	15.412	NA	15.863	14.978	16.284	15.747	16.189	16.156	15.188	15.318	15.488	NA	15.445	15.903	NA
A0A1V1FWL6	TSC2	TSC complex subunit 2	Homo sapiens	16.565	NA	16.102	16.03	16.601	16.486	16.773	16.462	16.058	16.323	16.53	17.029	16.497	NA	15.923
Q96IY1	NSL1	NSL1 component of MIS12 kinetochore complex	Homo sapiens	16.678	17.039	16.315	16.017	16.91	18.168	17.663	18.268	17.695	18.226	16.988	16.913	16.784	17.251	16.963
B3KQI0	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	Homo sapiens	14.982	NA	14.317	NA	13.519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A8K6S8	ZBTB1	zinc finger and BTB domain containing 1	Homo sapiens	15.568	15.649	15.68	15.017	16.072	16.144	15.754	16.751	15.552	16.098	16.185	NA	16.212	16.549	15.94
A6NE52	WDR97	WD repeat domain 97	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	12.798	NA	NA	NA	12.57	NA	NA	NA
P27449	ATP6V0C	ATPase H+ transporting V0 subunit c	Homo sapiens	NA	14.276	13.918	14.249	NA	NA	NA	NA	14.905	14.48	NA	14.793	14.351	14.702	15.016
B4DL10	SOCS5	suppressor of cytokine signaling 5	Homo sapiens	13.744	14.504	NA	13.977	14.357	NA	14.003	14.745	14.068	14.335	NA	NA	14.403	14.646	NA
A0A126GV78	OR14A2	olfactory receptor family 14 subfamily A member 2	Homo sapiens	NA	15.671	15.613	15.06	15.44	15.404	14.986	15.403	14.446	15.253	NA	15.192	15.15	15.764	14.988
A8K0X3	COLQ	collagen like tail subunit of asymmetric acetylcholinesterase	Homo sapiens	18.515	18.857	18.398	17.506	18.236	18.472	17.954	18.714	17.942	18.601	18.418	18.673	18.066	18.447	18.317
H3BMZ6	RPUSD1	RNA pseudouridine synthase domain containing 1	Homo sapiens	NA	20.051	19.737	19.367	20.249	17.24	16.94	18.046	16.985	16.982	19.406	20.368	19.965	20.319	19.843
B2R617	HIF1A	hypoxia inducible factor 1 subunit alpha	Homo sapiens	NA	14.071	14.568	12.801	NA	14.142	13.578	14.091	NA	13.543	13.793	NA	NA	14.209	NA
A6NDF8	NABP2	nucleic acid binding protein 2	Homo sapiens	13.302	NA	NA	NA	NA	NA	13.025	13.374	NA	NA	NA	13.069	NA	NA	NA
B4DRF1	ASMTL	acetylserotonin O-methyltransferase like	Homo sapiens	NA	16.582	NA	16.518	17.067	16.925	16.628	17.485	NA	16.711	16.742	17.039	17.33	16.731	16.682
D3DUY1	NXT2	nuclear transport factor 2 like export factor 2	Homo sapiens	16.665	16.003	16.346	15.796	NA	NA	15.717	17.058	16.071	16.002	16.587	16.414	15.866	16.172	16.175
Q4QQG1	FREM2	FRAS1 related extracellular matrix 2	Homo sapiens	NA	NA	13.506	13.343	14.307	13.306	13.68	NA	13.24	13.307	13.959	13.835	NA	NA	NA
B2R8Q2	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2	Homo sapiens	16.326	16.869	15.792	16.025	16.371	16.793	16.407	17.457	16.604	16.551	16.93	16.302	16.287	16.522	16.46
A0A2X0SFV3	ARHGAP35	Rho GTPase activating protein 35	Homo sapiens	14.336	NA	NA	14.574	NA	NA	14.961	15.062	NA	14.786	NA	14.972	15.387	15.081	14.392
B4DMK4	DLX2	distal-less homeobox 2	Homo sapiens	14.387	NA	14.312	NA	NA	NA	13.593	14.175	NA	NA	NA	NA	13.922	NA	NA
B1AK53	ESPN	espin	Homo sapiens	15.372	15.662	15.681	16.031	16.258	16.031	15.613	15.645	15.613	15.977	15.025	NA	15.445	15.58	15.325
P14415	ATP1B2	ATPase Na+/K+ transporting subunit beta 2	Homo sapiens	15.643	15.55	15.435	15.383	15.731	15.929	15.84	16.236	16.076	NA	NA	NA	15.297	15.68	NA
P0DM35	MT1HL1	metallothionein 1H like 1	Homo sapiens	17.11	16.503	17.317	16.924	17.269	NA	17.178	17.63	16.957	17.582	17.033	17.566	17.033	17.827	17.181
P55273	CDKN2D	cyclin dependent kinase inhibitor 2D	Homo sapiens	15.763	NA	NA	15.433	NA	16.024	NA	16.25	NA	NA	16.183	16.006	15.992	16.334	15.274
A0A024RCQ4	RNF5	ring finger protein 5	Homo sapiens	15.294	15.742	15.855	15.313	15.75	16.131	15.621	16.021	15.847	15.677	15.427	NA	15.647	NA	15.827
A0A140VKG5	KIF2B	kinesin family member 2B	Homo sapiens	NA	13.9	NA	NA	NA	14.268	13.471	NA	NA	13.613	14.115	NA	14.242	NA	13.938
A4QPG7	RBM15B	RNA binding motif protein 15B	Homo sapiens	19.175	19.143	19.359	19.096	19.327	19.798	19.451	19.473	19.197	19.145	18.882	19.565	19.06	19.777	18.992
Q5RHT0	S100A14	S100 calcium binding protein A14	Homo sapiens	17.105	17.633	17.042	17.444	17.473	17.686	16.819	17.667	16.83	NA	17.303	17.456	17.273	17.733	17.781
B4DXF8	ODC1	ornithine decarboxylase 1	Homo sapiens	14.371	NA	14.114	13.592	13.848	NA	13.569	14.385	14.522	13.854	NA	15.3	14.948	14.442	13.956
D3DN64	TAGLN3	transgelin 3	Homo sapiens	16.725	16.721	16.415	15.842	16.662	16.637	16.787	17.022	16.346	16.701	16.58	17	16.643	15.914	16.492
B4E007	PROB1	proline rich basic protein 1	Homo sapiens	15.409	NA	15.994	15.338	15.665	16.018	15.783	16.105	15.742	15.679	15.508	NA	15.524	16.225	15.169
B4DUE8	USHBP1	USH1 protein network component harmonin binding protein 1	Homo sapiens	14.656	NA	14.285	NA	NA	14.012	NA	14.499	NA	13.604	NA	14.063	NA	13.8	14.105
B3KX51	GNAI2	G protein subunit alpha i2	Homo sapiens	NA	14.549	14.512	NA	NA	14.149	NA	14.383	13.681	13.82	NA	NA	NA	14.402	NA
B3KUS1	HCCS	holocytochrome c synthase	Homo sapiens	13.444	13.591	NA	NA	NA	13.513	NA	NA	13.299	NA	NA	NA	NA	NA	13.769
B2R6J7	GPC4	glypican 4	Homo sapiens	18.88	18.479	18.986	18.439	19.304	19.205	18.269	19.796	18.164	19.132	18.58	19.233	19.078	19.317	18.862
A8MUR7	FAM185A	family with sequence similarity 185 member A	Homo sapiens	18.626	19.205	18.428	18.329	18.385	18.289	18.248	18.622	17.834	18.362	18.411	18.791	18.886	18.46	18.5
B2RN10	CEP131	centrosomal protein 131	Homo sapiens	15.898	15.888	16.185	15.436	NA	15.837	15.612	16.207	15.225	16.199	NA	16.35	16.008	16.076	15.831
A6NKT7	RGPD3	RANBP2 like and GRIP domain containing 3	Homo sapiens	17.842	17.918	17.979	18.099	17.914	18.021	17.775	18.672	17.517	18.357	17.777	17.947	NA	18.532	17.762
A8MQ49	RESP18	regulated endocrine specific protein 18	Homo sapiens	14.699	14.916	14.684	14.672	15.032	15.599	14.812	15.695	15.101	NA	14.81	15.359	14.79	14.942	14.683
B2RD17	BEX3	brain expressed X-linked 3	Homo sapiens	15.449	15.415	15.452	NA	15.622	15.984	15.774	15.752	15.075	15.148	15.416	15.396	15.488	15.806	16.049
D3DPQ0	MARCKSL1	MARCKS like 1	Homo sapiens	NA	15.078	NA	14.755	15.277	15.726	14.921	15.525	14.76	NA	14.532	15.005	14.994	NA	15.142
A0AV22	PSKH2	protein serine kinase H2	Homo sapiens	NA	NA	NA	NA	NA	NA	14.889	15.07	14.455	14.426	14.78	NA	14.566	15.324	14.569
Q9NPD3	EXOSC4	exosome component 4	Homo sapiens	17.78	17.335	17.433	17.414	17.593	17.823	17.305	17.773	17.803	17.333	17.203	18.008	16.826	17.213	NA
A6NKN2	RBBP8	RB binding protein 8, endonuclease	Homo sapiens	16.633	16.97	16.81	16.709	16.269	16.404	16.498	16.968	16.506	NA	16.961	16.827	16.839	16.758	16.635
Q8WYR4	RSPH1	radial spoke head component 1	Homo sapiens	11.568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H7C5D9	LRCH4	leucine rich repeats and calponin homology domain containing 4	Homo sapiens	17.471	17.455	NA	16.959	17.652	17.77	17.795	17.984	17.926	17.212	17.904	18.329	17.826	17.978	17.642
A0A8I5KWV8	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting	Homo sapiens	17.525	NA	17.559	17.039	17.139	17.83	17.924	18.074	17.498	17.533	17.169	17.766	17.689	17.098	17.941
B7ZAU9	SNX19	sorting nexin 19	Homo sapiens	17.592	16.613	16.296	NA	17.239	17.388	17.135	17.185	17.252	16.727	16.566	17.784	16.992	17.104	16.795
F1JZ09	IL17F	interleukin 17F	Homo sapiens	19.644	19.556	19.301	19.287	19.189	19.246	20.136	19.843	19.853	19.294	19.437	19.448	19.858	20.062	NA
B2RPJ3	IL18RAP	interleukin 18 receptor accessory protein	Homo sapiens	16.762	16.204	16.073	15.765	16.717	NA	16.364	17.264	16.826	15.922	16.456	NA	16.28	16.602	16.335
A0AVJ8	MPHOSPH10	M-phase phosphoprotein 10	Homo sapiens	17.262	17.711	17.374	17.269	17.361	17.863	17.228	18.167	17.739	17.841	16.716	17.567	17.763	17.742	17.066
A0A8C8MSB2	PDHX	pyruvate dehydrogenase complex component X	Homo sapiens	17.223	17.311	17.085	16.937	17.201	NA	16.549	17.663	16.939	16.026	17.232	17.685	17.201	17.091	16.689
Q05C57	CYP7B1	cytochrome P450 family 7 subfamily B member 1	Homo sapiens	19.7	19.546	19.629	18.997	19.795	19.694	19.169	19.542	19.114	19.348	19.216	19.991	19.595	18.964	18.824
B3KY39	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	Homo sapiens	18.829	18.717	19.267	18.274	18.698	18.655	18.887	19.888	18.691	18.223	18.927	18.722	NA	19.206	18.943
A8K9S8	SLITRK6	SLIT and NTRK like family member 6	Homo sapiens	16.134	16.172	15.611	15.555	16.179	16.101	NA	NA	15.594	15.867	15.529	16.373	NA	16.664	15.949
A8K614	TMSB15A	thymosin beta 15A	Homo sapiens	19.435	20.243	20.051	19.639	19.496	20.293	19.238	20.623	19.241	19.443	19.63	19.719	19.853	20.423	19.395
O95257	GADD45G	growth arrest and DNA damage inducible gamma	Homo sapiens	16.58	16.16	16.532	15.717	16.83	16.875	16.148	16.69	17.153	16.339	NA	16.912	16.974	16.325	16.432
Q75KN2	GALNTL5	polypeptide N-acetylgalactosaminyltransferase like 5	Homo sapiens	19.298	19.083	19.612	18.956	19.657	19.058	19.052	19.43	18.739	18.743	18.85	19.322	NA	NA	18.83
Q3LI64	KRTAP6-1	keratin associated protein 6-1	Homo sapiens	17.325	16.71	17.674	16.801	17.619	17.35	NA	18.014	17.493	16.976	17.468	16.318	17.501	17.448	16.832
B7Z834	RIMKLB	ribosomal modification protein rimK like family member B	Homo sapiens	18.148	18.152	17.832	NA	17.941	20.384	19.139	20.56	19.728	19.276	16.901	16.498	17.211	17.078	16.982
A0A1B0GV70	TEPSIN	TEPSIN adaptor related protein complex 4 accessory protein	Homo sapiens	15.301	NA	14.952	14.889	15.615	15.102	NA	NA	NA	15.071	15.071	15.344	NA	15.523	15.594
B2R7L4	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	Homo sapiens	12.052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B2RCM0	NAP1L3	nucleosome assembly protein 1 like 3	Homo sapiens	15.238	NA	15.211	15.075	15.754	15.855	15.461	16.171	15.845	15.124	15.574	16.091	15.396	16.35	NA
B2RPM1	DEFB107A	defensin beta 107A	Homo sapiens	13.195	NA	NA	NA	13.408	NA	12.398	13.676	12.768	NA	13.503	NA	13.125	12.8	NA
A0A494C0W3	ZNF717	zinc finger protein 717	Homo sapiens	NA	16.81	17.571	16.628	17.044	17.275	17.297	17.782	17.07	17.335	16.934	17.666	17.96	17.225	16.575
P78411	IRX5	iroquois homeobox 5	Homo sapiens	15.965	16.034	15.86	15.848	16.079	NA	15.72	16.688	15.432	15.688	NA	17.052	15.913	16.487	15.745
B3KNI4	CYP26A1	cytochrome P450 family 26 subfamily A member 1	Homo sapiens	12.608	13.606	NA	NA	NA	NA	12.781	NA	12.828	NA	13.733	NA	NA	NA	13.103
A0A126GV94	OR1C1	olfactory receptor family 1 subfamily C member 1	Homo sapiens	14.561	14.749	NA	14.104	14.461	14.702	14.002	NA	NA	14.418	15.439	15.615	15.523	15.925	15.557
A0A087WZ09	GATA4	GATA binding protein 4	Homo sapiens	14.787	15.082	NA	14.482	14.507	NA	NA	15.288	NA	14.739	14.678	15.293	14.302	NA	14.374
B7ZKX5	KIF6	kinesin family member 6	Homo sapiens	15.837	16.562	16.476	15.797	16.536	16.042	16.504	16.61	16.037	NA	16.211	16.764	16.487	16.34	NA
A0A024R2Y1	NICN1	nicolin 1, tubulin polyglutamylase complex subunit	Homo sapiens	15.344	15.599	14.975	14.64	15.175	14.839	15.046	15.418	14.919	14.477	14.682	15.526	14.886	15.486	NA
A8MQ18	TTC5	tetratricopeptide repeat domain 5	Homo sapiens	16.053	15.818	15.552	14.974	NA	15.195	15.37	15.836	NA	15.196	15.571	15.842	15.868	15.67	NA
B3KTR6	MXRA8	matrix remodeling associated 8	Homo sapiens	13.91	13.769	NA	NA	NA	14.28	NA	14.377	NA	NA	13.578	14.119	14.065	NA	13.655
O95997	PTTG1	PTTG1 regulator of sister chromatid separation, securin	Homo sapiens	13.608	13.662	13.709	13.665	NA	14.095	13.949	13.928	NA	13.669	NA	14.061	14.313	NA	NA
Q9NYF0	DACT1	dishevelled binding antagonist of beta catenin 1	Homo sapiens	19.435	18.507	19.509	19.214	18.938	19.441	NA	19.548	NA	NA	19.354	19.623	19.531	19.531	19.231
A0A8I5KT00	NCAPD3	non-SMC condensin II complex subunit D3	Homo sapiens	14.672	NA	14.724	NA	NA	NA	NA	14.735	NA	14.098	14.144	NA	NA	14.352	NA
Q68DA5	USP53	ubiquitin specific peptidase 53	Homo sapiens	17.352	17.3	17.212	17.205	17.663	17.935	17.588	17.191	17.237	16.754	17.709	17.963	17.366	17.462	17.407
B1AKI9	ISM1	isthmin 1	Homo sapiens	18.587	18.11	17.988	18.154	18.198	NA	18.164	18.534	17.78	17.382	18.28	18.303	18.184	17.898	17.986
A5JUU3	P2RY14	purinergic receptor P2Y14	Homo sapiens	NA	16.351	16.236	16.278	16.06	NA	16.295	16.803	16.193	15.61	16.464	16.968	16.439	16.528	16.638
A0A0A0MSE2	HADH	hydroxyacyl-CoA dehydrogenase	Homo sapiens	17.373	16.899	17.165	16.426	NA	NA	17.182	18.101	17.259	17.597	NA	17.492	17.816	17.349	17.657
A0A024R542	TNKS1BP1	tankyrase 1 binding protein 1	Homo sapiens	14.279	NA	NA	NA	14.181	NA	14.143	14.719	13.705	14.084	14.088	14.725	14.815	14.305	NA
Q14221	EEA1	early endosome antigen 1	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	12.485	NA	NA	NA	NA	13.144	NA
A0A7R8GUN5	IFNA2	interferon alpha 2	Homo sapiens	17.346	17.688	17.514	16.961	17.266	18.221	17.093	17.711	17.53	NA	17.419	18.241	NA	17.938	17.733
A0A140VJV6	SPINT2	serine peptidase inhibitor, Kunitz type 2	Homo sapiens	15.083	NA	NA	15.355	NA	NA	NA	15.653	NA	14.955	NA	NA	13.779	NA	NA
Q6PCE2	ARL10	ARF like GTPase 10	Homo sapiens	12.908	NA	NA	NA	NA	NA	NA	NA	12.493	NA	12.898	NA	NA	NA	NA
Q5T366	ZMYND19	zinc finger MYND-type containing 19	Homo sapiens	18.593	18.655	18.688	17.701	18.588	18.548	18.599	NA	18.314	18.463	18.333	18.728	18.18	18.623	18.474
B2R815	SERPINA4	serpin family A member 4	Homo sapiens	NA	NA	14.817	NA	14.011	NA	12.688	13.678	NA	NA	17.029	17.796	17.267	17.33	NA
A0A090N8H6	TMEM176A	transmembrane protein 176A	Homo sapiens	13.371	13.295	NA	NA	NA	15.4	15.257	15.855	15.073	15.3	NA	NA	13.607	NA	NA
A7VJS1	TRPC3	transient receptor potential cation channel subfamily C member 3	Homo sapiens	19.687	19.273	19.894	18.753	19.597	19.565	19.991	20.109	19.052	19.367	19.243	19.599	19.77	19.897	19.247
A0AAG2TNR5	LOC124906759	putative protein FAM90A13P	Homo sapiens	17.439	17.499	16.558	16.375	17.085	NA	15.825	16.588	15.691	15.721	17.375	17.426	17.183	17.601	16.88
A5D6V5	JMJD7	jumonji domain containing 7	Homo sapiens	18.851	18.062	17.995	17.645	18.318	17.471	17.77	18.407	17.834	17.843	18.171	18.359	17.656	18.62	NA
A0A7I2V482	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	Homo sapiens	14.486	14.382	NA	14.021	14.441	13.931	13.876	14.064	14.197	NA	14.539	NA	NA	14.363	NA
Q13323	BIK	BCL2 interacting killer	Homo sapiens	16.686	16.458	16.371	16.701	16.542	16.566	16.402	16.982	15.92	15.725	16.66	16.655	16.772	16.311	15.8
A0A0A6YYL3	POTEB2	POTE ankyrin domain family member B2	Homo sapiens	14.248	13.96	14.53	13.957	NA	NA	NA	14.621	NA	NA	NA	NA	14.314	NA	NA
P28221	HTR1D	5-hydroxytryptamine receptor 1D	Homo sapiens	18.447	18.361	18.376	17.933	17.99	18.335	18.025	18.736	NA	18.098	18.244	18.438	18.356	17.772	17.679
Q68DE5	MEGF10	multiple EGF like domains 10	Homo sapiens	17.282	16.614	17.192	16.544	17.138	NA	16.597	17.299	16.954	17.284	17.136	16.957	17.377	17.097	17.082
P0DME0	SETSIP	SET like protein	Homo sapiens	19.02	18.983	19.04	18.011	19.562	18.682	19.186	18.73	18.105	18.218	18.521	19.098	18.803	19.676	18.476
O14669	PRRG2	proline rich and Gla domain 2	Homo sapiens	17.586	17.247	17.694	17.444	17.83	17.351	17.402	18.334	17.133	17.813	17.516	17.94	17.676	18.054	17.51
B5MDM9	SPNS1	SPNS lysolipid transporter 1, lysophospholipid	Homo sapiens	NA	NA	NA	14.354	NA	14.181	NA	14.525	14.254	13.919	14.274	14.49	13.887	14.1	14.405
Q9P016	THYN1	thymocyte nuclear protein 1	Homo sapiens	16.896	16.902	16.668	17.185	17.68	17.406	17.34	17.856	17.472	16.687	17.399	NA	16.503	17.061	17.109
A0A0A6YYD2	LIMS4	LIM zinc finger domain containing 4	Homo sapiens	16.447	NA	NA	16.56	16.653	15.791	15.482	16.391	15.341	15.777	16.062	17.204	15.673	16.44	16.183
Q3SY77	UGT3A2	UDP glycosyltransferase family 3 member A2	Homo sapiens	18.567	17.976	18.205	17.753	17.964	17.788	17.996	18.358	18.267	18.132	17.707	17.857	18.302	18.17	17.8
H0YBR0	TRAPPC9	trafficking protein particle complex subunit 9	Homo sapiens	15.567	15.679	NA	NA	16.081	16.236	15.195	16.838	15.632	NA	15.911	16.266	15.484	15.708	NA
B7ZVY3	LOC124908552	G antigen 4	Homo sapiens	18.998	18.779	19.204	18.261	18.334	18.434	18.279	18.943	18.374	18.594	18.734	19.219	18.782	18.363	NA
B4DZ87	TOMM70	translocase of outer mitochondrial membrane 70	Homo sapiens	16.909	16.71	17.026	NA	16.843	16.923	17.046	17.094	17.047	16.693	17.184	17.327	17.228	17.102	17.129
Q9Y520	PRRC2C	proline rich coiled-coil 2C	Homo sapiens	16.77	17.12	NA	16.708	16.689	16.362	16.717	17.356	17.024	16.268	17.449	16.911	NA	NA	16.659
B2R7V5	KIF4A	kinesin family member 4A	Homo sapiens	21.255	21.014	21.052	19.826	20.987	20.619	NA	21.407	20.673	20.005	20.928	NA	20.857	20.807	20.997
A6NP79	AS3MT	arsenite methyltransferase	Homo sapiens	NA	NA	13.84	NA	13.58	NA	13.274	13.945	13.341	NA	NA	NA	13.717	13.245	NA
B2RBT1	CDH12	cadherin 12	Homo sapiens	20.821	21.059	20.712	20.686	21.243	21.613	21.143	21.394	21.049	20.982	21.188	21.586	21.336	21.815	20.937
A6NKI8	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	Homo sapiens	NA	12.816	13.145	NA	NA	NA	NA	11.695	NA	NA	NA	NA	NA	NA	NA
B3KN17	CHST2	carbohydrate sulfotransferase 2	Homo sapiens	18.574	17.727	17.87	17.228	17.981	17.602	17.5	NA	17.629	17.974	18.438	17.723	18.245	NA	17.535
B2R4Y9	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	Homo sapiens	NA	14.681	14.443	14.062	14.701	15.149	NA	15.876	14.395	14.813	NA	NA	14.849	NA	NA
A0A0S2Z3I9	CTNS	cystinosin, lysosomal cystine transporter	Homo sapiens	16.178	15.999	16.801	15.807	16.868	NA	16.514	NA	16.193	15.669	16.536	17.156	16.33	16.657	NA
A0A126GVL7	OR4C16	olfactory receptor family 4 subfamily C member 16	Homo sapiens	16.438	16.107	16.643	16.479	16.771	16.095	16.378	17.297	16.299	16.324	16.448	16.211	16.603	16.362	16.011
B2RE68	SPRYD7	SPRY domain containing 7	Homo sapiens	13.062	NA	NA	NA	NA	13.097	NA	NA	NA	NA	NA	NA	NA	13.204	NA
B2RZH5	FMNL2	formin like 2	Homo sapiens	20.093	19.793	19.751	19.679	20.121	19.868	19.421	20.889	19.982	20.13	20.156	20.085	19.958	20.423	20.351
Q9NV35	NUDT15	nudix hydrolase 15	Homo sapiens	15.676	15.836	16.467	15.816	16.439	15.877	15.931	NA	NA	16.059	15.909	15.728	15.791	16.288	16.02
Q5JUA5	PCED1A	PC-esterase domain containing 1A	Homo sapiens	16.934	16.464	NA	16.447	16.943	16.663	16.949	17.746	16.574	NA	16.621	17.184	16.855	17.05	16.671
Q14589	ZNF160	zinc finger protein 160	Homo sapiens	18.338	18.087	17.603	17.643	18.11	15.507	15.622	15.662	15.207	15.169	18.147	18.111	18.309	18.453	18.523
B3KMB0	ADIPOR1	adiponectin receptor 1	Homo sapiens	18.555	18.88	18.453	18.59	NA	19.024	19.274	19.29	18.587	18.396	18.531	19.188	18.947	19.093	18.518
A6QRH6	FAM3A	FAM3 metabolism regulating signaling molecule A	Homo sapiens	18.797	18.438	NA	18.189	18.851	19.083	NA	19.123	18.452	18.349	18.847	18.799	18.013	18.859	18.387
F8W0U9	NWD1	NACHT and WD repeat domain containing 1	Homo sapiens	18.052	17.358	18.061	17.605	17.878	18.067	17.001	18.656	17.997	18.056	17.632	17.832	18.216	18.338	17.621
B2R4L9	MED31	mediator complex subunit 31	Homo sapiens	NA	14.993	NA	NA	NA	15.374	15.469	15.59	14.105	15.114	14.579	14.956	14.797	NA	14.458
D3DRI9	PSIP1	PC4 and SRSF1 interacting protein 1	Homo sapiens	15.104	NA	15.634	NA	14.704	14.6	15.277	NA	14.645	14.719	14.745	15.15	15.075	14.44	NA
B2R960	TXNL1	thioredoxin like 1	Homo sapiens	11.863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M0R1P0	ZNF530	zinc finger protein 530	Homo sapiens	15.019	14.381	15.382	14.116	15.441	14.389	14.191	15.04	14.808	14.645	14.505	14.917	14.76	15.151	NA
Q8IWD4	CCDC117	coiled-coil domain containing 117	Homo sapiens	17.552	17.317	NA	17.856	18.496	17.984	17.837	18.064	17.681	17.943	17.65	17.984	17.971	18.017	18.052
Q2M1P2	ZNF454	zinc finger protein 454	Homo sapiens	13.28	NA	13.982	NA	NA	NA	NA	13.342	13.276	NA	NA	NA	NA	13.195	NA
A6NNH8	PTPN20	protein tyrosine phosphatase non-receptor type 20	Homo sapiens	NA	NA	12.167	NA	NA	NA	NA	NA	13.196	NA	NA	NA	NA	NA	NA
P52740	ZNF132	zinc finger protein 132	Homo sapiens	16.141	16.708	16.198	16.205	16.309	15.99	15.842	16.771	16.118	16.112	15.908	16.748	NA	16.769	16.211
A1KXE5	ARMH1	armadillo like helical domain containing 1	Homo sapiens	NA	13.357	13.782	NA	13.491	13.384	NA	NA	NA	NA	13.146	NA	14.209	13.84	13.63
A4D116	DGKB	diacylglycerol kinase beta	Homo sapiens	NA	14.303	NA	14.368	14.334	NA	NA	NA	13.973	NA	14.636	NA	13.942	NA	NA
A6NGS3	TATDN3	TatD DNase domain containing 3	Homo sapiens	18.57	18.712	18.587	18.231	18.651	NA	18.751	18.722	18.551	18.002	18.516	19.14	18.49	18.478	18.259
A8K0N1	SGK2	serum/glucocorticoid regulated kinase 2	Homo sapiens	14.604	NA	NA	14.459	14.574	14.55	NA	14.536	14.175	13.805	NA	14.355	NA	NA	NA
A0A0S2Z561	RAPGEF5	Rap guanine nucleotide exchange factor 5	Homo sapiens	18.03	17.838	18.018	17.241	17.922	18.018	17.93	18.486	17.368	17.159	17.608	18.335	NA	18.164	18.218
B2RA72	CHMP1B	charged multivesicular body protein 1B	Homo sapiens	15.945	16.005	15.599	NA	15.446	NA	15.712	16.092	15.983	15.53	16.395	15.464	16.19	15.677	15.494
A0A1W2PNU3	LOC122455342	testis-specific serine/proline-rich protein	Homo sapiens	18.387	18.942	18.417	18.068	19.343	18.73	18.427	19.246	18.231	18.55	18.787	18.503	18.851	18.837	18.564
I1Z9G4	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	Homo sapiens	18.704	18.338	18.567	18.222	18.723	20.272	20.102	20.44	19.404	19.833	20.23	21.015	21.371	20.935	NA
E9PC84	TNC	tenascin C	Homo sapiens	NA	20.469	20.101	19.392	20.371	20.479	20.101	21.003	20.043	19.84	20.253	20.561	20.686	20.96	19.992
A1A502	DEFB125	defensin beta 125	Homo sapiens	NA	15.597	15.287	14.832	15.213	15.541	15.597	16.3	15.054	NA	15.421	15.166	15.58	15.444	14.824
A8K9K6	NOP56	NOP56 ribonucleoprotein	Homo sapiens	18.106	18.48	18.386	18.099	18.28	18.169	18.456	18.419	18.007	17.689	18.05	18.062	18.545	18.327	18.046
B4E367	PLXDC2	plexin domain containing 2	Homo sapiens	NA	NA	NA	13.18	13.768	13.54	NA	NA	NA	13.769	13.698	NA	NA	13.919	NA
